name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,best_methods
abalone,'Length',4177.0,0.39931249999999996,0.0522,0.08625,0.8006249999999999,0.5238499999999999,0.5443749999999999,0.1212125,-0.6602625,0.07796249999999999,0.07875,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.0055125,RandomForest,"['impute_cmeans', 'impute_mean', 'impute_median', 'impute_standard', 'impute_linear_regression', 'impute_mice', 'impute_knn', 'impute_random_forest']"
abalone,'Length',4177.0,0.39931249999999996,0.0522,0.08625,0.8006249999999999,0.5238499999999999,0.5443749999999999,0.1212125,-0.6602625,0.07796249999999999,0.07875,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.0055125,AdaBoost,"['impute_mice', 'impute_random_forest', 'impute_linear_regression', 'impute_knn', 'impute_cmeans', 'impute_mean', 'impute_median']"
abalone,'Length',4177.0,0.40229999999999994,0.05217499999999999,0.09375,0.803125,0.5237125,0.544375,0.12018750000000002,-0.64825,0.074025,0.07875,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.50445,0.0055875,SVC,"['impute_cmeans', 'impute_mean', 'impute_median', 'impute_linear_regression', 'impute_random_forest', 'impute_mice']"
abalone,'Length',4177.0,0.34898750000000006,0.0479125,0.08875,0.8087499999999999,0.52355,0.5437500000000001,0.11993749999999999,-0.640025,0.0550875,0.08,0.16375,0.0,0.0,0.0,0.0,0.0,0.0,4.50385,0.00545,DecisionTree,"['impute_cmeans', 'impute_mean', 'impute_median', 'impute_mice', 'impute_random_forest', 'impute_linear_regression']"
abalone,'Length',4177.0,0.34898750000000006,0.0479125,0.08875,0.8087499999999999,0.52355,0.5437500000000001,0.11993749999999999,-0.640025,0.0550875,0.08,0.16375,0.0,0.0,0.0,0.0,0.0,0.0,4.50385,0.00545,LogisticRegression,"['impute_random_forest', 'impute_mice', 'impute_cmeans', 'impute_linear_regression', 'impute_median', 'impute_mean']"
abalone,'Length',4177.0,0.34898750000000006,0.0479125,0.08875,0.8087499999999999,0.52355,0.5437500000000001,0.11993749999999999,-0.640025,0.0550875,0.08,0.16375,0.0,0.0,0.0,0.0,0.0,0.0,4.50385,0.00545,KNN,"['impute_linear_regression', 'impute_standard', 'impute_cmeans', 'impute_mice', 'impute_random_forest', 'impute_mean', 'impute_median', 'impute_knn']"
abalone,'Length',4177.0,0.34898750000000006,0.0479125,0.08875,0.8087499999999999,0.52355,0.5437500000000001,0.11993749999999999,-0.640025,0.0550875,0.08,0.16375,0.0,0.0,0.0,0.0,0.0,0.0,4.50385,0.00545,RandomForest,"['impute_linear_regression', 'impute_mean', 'impute_median', 'impute_mice', 'impute_cmeans', 'impute_standard', 'impute_random_forest', 'impute_knn']"
abalone,'Length',4177.0,0.34898750000000006,0.0479125,0.08875,0.8087499999999999,0.52355,0.5437500000000001,0.11993749999999999,-0.640025,0.0550875,0.08,0.16375,0.0,0.0,0.0,0.0,0.0,0.0,4.50385,0.00545,AdaBoost,"['impute_cmeans', 'impute_knn', 'impute_random_forest', 'impute_linear_regression', 'impute_mice', 'impute_standard']"
abalone,'Length',4177.0,0.35097500000000004,0.048,0.101875,0.8074999999999999,0.5241125,0.545625,0.12008749999999999,-0.6356250000000001,0.0498875,0.079375,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.50595,0.0056875,SVC,"['impute_mean', 'impute_median', 'impute_cmeans', 'impute_mice', 'impute_linear_regression', 'impute_random_forest']"
abalone,'Length',4177.0,0.300075,0.0451125,0.08625,0.8106249999999997,0.5239750000000001,0.544375,0.12037500000000001,-0.6385,0.059987500000000006,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.511050000000001,0.005475000000000001,DecisionTree,"['impute_median', 'impute_mean', 'impute_standard', 'impute_cmeans', 'impute_knn']"
abalone,'Length',4177.0,0.300075,0.0451125,0.08625,0.8106249999999997,0.5239750000000001,0.544375,0.12037500000000001,-0.6385,0.059987500000000006,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.511050000000001,0.005475000000000001,LogisticRegression,"['impute_mice', 'impute_random_forest', 'impute_linear_regression', 'impute_cmeans', 'impute_mean', 'impute_knn']"
abalone,'Length',4177.0,0.300075,0.0451125,0.08625,0.8106249999999997,0.5239750000000001,0.544375,0.12037500000000001,-0.6385,0.059987500000000006,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.511050000000001,0.005475000000000001,KNN,"['impute_mean', 'impute_standard', 'impute_cmeans', 'impute_mice', 'impute_linear_regression', 'impute_knn', 'impute_random_forest', 'impute_median']"
abalone,'Length',4177.0,0.300075,0.0451125,0.08625,0.8106249999999997,0.5239750000000001,0.544375,0.12037500000000001,-0.6385,0.059987500000000006,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.511050000000001,0.005475000000000001,RandomForest,"['impute_mean', 'impute_cmeans', 'impute_standard', 'impute_median', 'impute_random_forest', 'impute_linear_regression', 'impute_knn']"
abalone,'Length',4177.0,0.300075,0.0451125,0.08625,0.8106249999999997,0.5239750000000001,0.544375,0.12037500000000001,-0.6385,0.059987500000000006,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.511050000000001,0.005475000000000001,AdaBoost,['impute_knn']
abalone,'Length',4177.0,0.29598749999999996,0.044825000000000004,0.09499999999999997,0.8093749999999997,0.5230375,0.54125,0.1204375,-0.6224375,0.0295625,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.514399999999999,0.005537500000000001,SVC,"['impute_mean', 'impute_median', 'impute_cmeans']"
abalone,'Length',4177.0,0.25153749999999997,0.0421875,0.08374999999999999,0.8131249999999999,0.5237875,0.5425,0.12016249999999999,-0.6283249999999999,0.0297625,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5108999999999995,0.0054625,DecisionTree,"['impute_median', 'impute_mean', 'impute_cmeans', 'impute_mice', 'impute_random_forest', 'impute_knn']"
abalone,'Length',4177.0,0.25153749999999997,0.0421875,0.08374999999999999,0.8131249999999999,0.5237875,0.5425,0.12016249999999999,-0.6283249999999999,0.0297625,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5108999999999995,0.0054625,LogisticRegression,"['impute_mice', 'impute_random_forest', 'impute_linear_regression', 'impute_cmeans', 'impute_knn', 'impute_mean']"
abalone,'Length',4177.0,0.25153749999999997,0.0421875,0.08374999999999999,0.8131249999999999,0.5237875,0.5425,0.12016249999999999,-0.6283249999999999,0.0297625,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5108999999999995,0.0054625,KNN,"['impute_mice', 'impute_cmeans', 'impute_mean', 'impute_random_forest', 'impute_knn', 'impute_linear_regression', 'impute_standard', 'impute_median']"
abalone,'Length',4177.0,0.25153749999999997,0.0421875,0.08374999999999999,0.8131249999999999,0.5237875,0.5425,0.12016249999999999,-0.6283249999999999,0.0297625,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5108999999999995,0.0054625,RandomForest,"['impute_mean', 'impute_median', 'impute_standard', 'impute_cmeans', 'impute_knn', 'impute_random_forest', 'impute_linear_regression', 'impute_mice']"
abalone,'Length',4177.0,0.25153749999999997,0.0421875,0.08374999999999999,0.8131249999999999,0.5237875,0.5425,0.12016249999999999,-0.6283249999999999,0.0297625,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5108999999999995,0.0054625,AdaBoost,"['impute_knn', 'impute_median', 'impute_mean', 'impute_random_forest', 'impute_linear_regression', 'impute_mice', 'impute_cmeans']"
abalone,'Length',4177.0,0.24836249999999999,0.041999999999999996,0.079375,0.8112499999999998,0.5235,0.544375,0.12066249999999999,-0.6250000000000001,0.019462499999999997,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.51605,0.0054125,SVC,"['impute_median', 'impute_mean', 'impute_cmeans', 'impute_mice', 'impute_random_forest', 'impute_linear_regression']"
abalone,'Length',4177.0,0.19934999999999997,0.0397,0.07937499999999999,0.8112499999999998,0.5234375,0.543125,0.12045,-0.642675,0.069,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515525,0.0054624999999999995,DecisionTree,"['impute_cmeans', 'impute_median', 'impute_mean', 'impute_mice', 'impute_linear_regression', 'impute_random_forest', 'impute_knn']"
abalone,'Length',4177.0,0.19934999999999997,0.0397,0.07937499999999999,0.8112499999999998,0.5234375,0.543125,0.12045,-0.642675,0.069,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515525,0.0054624999999999995,LogisticRegression,"['impute_random_forest', 'impute_mice', 'impute_linear_regression', 'impute_knn', 'impute_cmeans']"
abalone,'Length',4177.0,0.19934999999999997,0.0397,0.07937499999999999,0.8112499999999998,0.5234375,0.543125,0.12045,-0.642675,0.069,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515525,0.0054624999999999995,KNN,"['impute_knn', 'impute_mean', 'impute_cmeans', 'impute_mice', 'impute_random_forest', 'impute_standard', 'impute_median', 'impute_linear_regression']"
abalone,'Length',4177.0,0.19934999999999997,0.0397,0.07937499999999999,0.8112499999999998,0.5234375,0.543125,0.12045,-0.642675,0.069,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515525,0.0054624999999999995,RandomForest,"['impute_mean', 'impute_median', 'impute_mice', 'impute_cmeans', 'impute_linear_regression', 'impute_knn', 'impute_random_forest', 'impute_standard']"
abalone,'Length',4177.0,0.19934999999999997,0.0397,0.07937499999999999,0.8112499999999998,0.5234375,0.543125,0.12045,-0.642675,0.069,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515525,0.0054624999999999995,AdaBoost,"['impute_knn', 'impute_linear_regression', 'impute_random_forest', 'impute_mice', 'impute_cmeans', 'impute_mean', 'impute_standard', 'impute_median']"
abalone,'Length',4177.0,0.2007625,0.039625,0.088125,0.809375,0.5236375,0.543125,0.1205,-0.640425,0.0673875,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.51555,0.0055249999999999995,SVC,"['impute_mean', 'impute_median', 'impute_cmeans', 'impute_mice', 'impute_linear_regression', 'impute_random_forest', 'impute_knn']"
abalone,'Length',4177.0,0.14647500000000002,0.0373125,0.079375,0.8112499999999998,0.5242374999999999,0.544375,0.1198125,-0.6435625,0.08065,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.005475,DecisionTree,"['impute_mean', 'impute_median', 'impute_knn', 'impute_random_forest', 'impute_mice', 'impute_cmeans', 'impute_linear_regression']"
abalone,'Length',4177.0,0.14647500000000002,0.0373125,0.079375,0.8112499999999998,0.5242374999999999,0.544375,0.1198125,-0.6435625,0.08065,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.005475,LogisticRegression,"['impute_linear_regression', 'impute_mice', 'impute_random_forest', 'impute_cmeans', 'impute_mean', 'impute_median', 'impute_knn']"
abalone,'Length',4177.0,0.14647500000000002,0.0373125,0.079375,0.8112499999999998,0.5242374999999999,0.544375,0.1198125,-0.6435625,0.08065,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.005475,KNN,"['impute_standard', 'impute_random_forest', 'impute_knn', 'impute_mean', 'impute_median', 'impute_linear_regression', 'impute_cmeans', 'impute_mice']"
abalone,'Length',4177.0,0.14647500000000002,0.0373125,0.079375,0.8112499999999998,0.5242374999999999,0.544375,0.1198125,-0.6435625,0.08065,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.005475,RandomForest,"['impute_mice', 'impute_mean', 'impute_cmeans', 'impute_standard', 'impute_median', 'impute_random_forest', 'impute_random', 'impute_linear_regression', 'impute_knn']"
abalone,'Length',4177.0,0.14647500000000002,0.0373125,0.079375,0.8112499999999998,0.5242374999999999,0.544375,0.1198125,-0.6435625,0.08065,0.08,0.16437500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.510225,0.005475,AdaBoost,"['impute_median', 'impute_mean', 'impute_knn', 'impute_cmeans', 'impute_mice', 'impute_linear_regression', 'impute_random_forest']"
abalone,'Length',4177.0,0.14345,0.037200000000000004,0.079375,0.8087499999999997,0.523725,0.5425,0.119975,-0.6434624999999999,0.0757375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.510775,0.005462500000000001,SVC,"['impute_cmeans', 'impute_mean', 'impute_median', 'impute_mice', 'impute_random_forest', 'impute_linear_regression', 'impute_random', 'impute_knn']"
abalone,'Length',4177.0,0.1052125,0.035699999999999996,0.079375,0.8149999999999997,0.5236999999999999,0.544375,0.1203125,-0.6363624999999999,0.051687500000000004,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.516087500000001,0.0054625,DecisionTree,"['impute_mean', 'impute_random_forest', 'impute_random', 'impute_mice', 'impute_cmeans', 'impute_median', 'impute_linear_regression', 'impute_knn', 'impute_standard']"
abalone,'Length',4177.0,0.1052125,0.035699999999999996,0.079375,0.8149999999999997,0.5236999999999999,0.544375,0.1203125,-0.6363624999999999,0.051687500000000004,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.516087500000001,0.0054625,LogisticRegression,"['impute_cmeans', 'impute_linear_regression', 'impute_random_forest', 'impute_mice', 'impute_mean', 'impute_median']"
abalone,'Length',4177.0,0.1052125,0.035699999999999996,0.079375,0.8149999999999997,0.5236999999999999,0.544375,0.1203125,-0.6363624999999999,0.051687500000000004,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.516087500000001,0.0054625,KNN,"['impute_standard', 'impute_cmeans', 'impute_median', 'impute_mean', 'impute_knn', 'impute_random_forest', 'impute_mice', 'impute_linear_regression']"
abalone,'Length',4177.0,0.1052125,0.035699999999999996,0.079375,0.8149999999999997,0.5236999999999999,0.544375,0.1203125,-0.6363624999999999,0.051687500000000004,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.516087500000001,0.0054625,RandomForest,"['impute_median', 'impute_mean', 'impute_knn', 'impute_cmeans', 'impute_standard', 'impute_random_forest', 'impute_mice', 'impute_linear_regression', 'impute_random']"
abalone,'Length',4177.0,0.1052125,0.035699999999999996,0.079375,0.8149999999999997,0.5236999999999999,0.544375,0.1203125,-0.6363624999999999,0.051687500000000004,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.516087500000001,0.0054625,AdaBoost,"['impute_mean', 'impute_median']"
abalone,'Length',4177.0,0.0985625,0.035425,0.079375,0.8149999999999997,0.5239375,0.544375,0.12025000000000001,-0.6317125,0.05038750000000001,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.515625,0.0054125,SVC,"['impute_cmeans', 'impute_mice', 'impute_linear_regression', 'impute_random_forest', 'impute_median', 'impute_mean', 'impute_knn']"
abalone,'Length',4177.0,0.0518875,0.03385,0.075,0.8149999999999997,0.5239375000000001,0.544375,0.12024999999999998,-0.6390875,0.0640375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5166875,0.005375000000000001,DecisionTree,"['impute_mean', 'impute_cmeans', 'impute_linear_regression', 'impute_mice', 'impute_random_forest', 'impute_median', 'impute_knn']"
abalone,'Length',4177.0,0.0518875,0.03385,0.075,0.8149999999999997,0.5239375000000001,0.544375,0.12024999999999998,-0.6390875,0.0640375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5166875,0.005375000000000001,LogisticRegression,"['impute_mice', 'impute_cmeans', 'impute_mean', 'impute_linear_regression', 'impute_knn', 'impute_random_forest', 'impute_median']"
abalone,'Length',4177.0,0.0518875,0.03385,0.075,0.8149999999999997,0.5239375000000001,0.544375,0.12024999999999998,-0.6390875,0.0640375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5166875,0.005375000000000001,KNN,"['impute_linear_regression', 'impute_standard', 'impute_random_forest', 'impute_median', 'impute_mice', 'impute_knn', 'impute_cmeans', 'impute_mean']"
abalone,'Length',4177.0,0.0518875,0.03385,0.075,0.8149999999999997,0.5239375000000001,0.544375,0.12024999999999998,-0.6390875,0.0640375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5166875,0.005375000000000001,RandomForest,"['impute_mean', 'impute_cmeans', 'impute_knn', 'impute_median', 'impute_mice', 'impute_linear_regression', 'impute_standard', 'impute_random', 'impute_random_forest']"
abalone,'Length',4177.0,0.0518875,0.03385,0.075,0.8149999999999997,0.5239375000000001,0.544375,0.12024999999999998,-0.6390875,0.0640375,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5166875,0.005375000000000001,AdaBoost,['impute_standard']
abalone,'Length',4177.0,0.05308750000000001,0.033675,0.075,0.8112499999999998,0.5240375,0.545,0.11983749999999999,-0.6411250000000001,0.0668875,0.08,0.165,0.0,0.0,0.0,0.0,0.0,0.0,4.5128125,0.0054375,SVC,"['impute_linear_regression', 'impute_mice', 'impute_random_forest', 'impute_cmeans', 'impute_median', 'impute_knn', 'impute_mean']"
BachChoralHarmony,V2,5665.0,0.4985625,0.06640000000000001,1.0,206.75,53.798412500000005,48.125,37.620937500000004,0.9264749999999999,0.80485,25.5,51.5,0.07655,0.07655,0.0523875,0.0523875,0.069775,0.069775,4.8729875,0.0026125000000000002,DecisionTree,"['impute_median', 'impute_standard', 'impute_cmeans', 'impute_mean', 'impute_linear_regression', 'impute_random_forest', 'impute_mice']"
BachChoralHarmony,V2,5665.0,0.4985625,0.06640000000000001,1.0,206.75,53.798412500000005,48.125,37.620937500000004,0.9264749999999999,0.80485,25.5,51.5,0.07655,0.07655,0.0523875,0.0523875,0.069775,0.069775,4.8729875,0.0026125000000000002,LogisticRegression,"['impute_mice', 'impute_linear_regression', 'impute_median', 'impute_mean', 'impute_cmeans', 'impute_random_forest', 'impute_knn', 'impute_random', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.4985625,0.06640000000000001,1.0,206.75,53.798412500000005,48.125,37.620937500000004,0.9264749999999999,0.80485,25.5,51.5,0.07655,0.07655,0.0523875,0.0523875,0.069775,0.069775,4.8729875,0.0026125000000000002,KNN,"['impute_knn', 'impute_cmeans', 'impute_mean', 'impute_median', 'impute_random', 'impute_linear_regression', 'impute_mice', 'impute_random_forest', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.4985625,0.06640000000000001,1.0,206.75,53.798412500000005,48.125,37.620937500000004,0.9264749999999999,0.80485,25.5,51.5,0.07655,0.07655,0.0523875,0.0523875,0.069775,0.069775,4.8729875,0.0026125000000000002,RandomForest,"['impute_mice', 'impute_linear_regression', 'impute_random_forest', 'impute_knn', 'impute_median', 'impute_cmeans', 'impute_mean', 'impute_standard', 'impute_random']"
BachChoralHarmony,V2,5665.0,0.4985625,0.06640000000000001,1.0,206.75,53.798412500000005,48.125,37.620937500000004,0.9264749999999999,0.80485,25.5,51.5,0.07655,0.07655,0.0523875,0.0523875,0.069775,0.069775,4.8729875,0.0026125000000000002,AdaBoost,"['impute_cmeans', 'impute_random_forest', 'impute_linear_regression', 'impute_mice', 'impute_knn', 'impute_random', 'impute_median', 'impute_mean', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.49686249999999993,0.065875,1.0,205.625,53.365175,47.75,37.30584999999999,0.933975,0.84505,25.125,50.75,0.073975,0.073975,0.0508,0.0508,0.06772500000000001,0.06772500000000001,4.8653625,0.0026750000000000003,SVC,"['impute_cmeans', 'impute_mean', 'impute_linear_regression', 'impute_mice', 'impute_knn', 'impute_median', 'impute_random_forest', 'impute_random', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.4533875,0.061162499999999995,1.0,205.625,53.5020875,47.875,37.379687499999996,0.919825,0.7757000000000001,25.0,51.0,0.06938749999999999,0.06938749999999999,0.04631249999999999,0.04631249999999999,0.0616125,0.0616125,4.8711375,0.0026249999999999997,DecisionTree,"['impute_median', 'impute_mean', 'impute_cmeans', 'impute_random_forest', 'impute_standard', 'impute_linear_regression', 'impute_mice', 'impute_knn']"
BachChoralHarmony,V2,5665.0,0.4533875,0.061162499999999995,1.0,205.625,53.5020875,47.875,37.379687499999996,0.919825,0.7757000000000001,25.0,51.0,0.06938749999999999,0.06938749999999999,0.04631249999999999,0.04631249999999999,0.0616125,0.0616125,4.8711375,0.0026249999999999997,LogisticRegression,"['impute_mice', 'impute_linear_regression', 'impute_random_forest', 'impute_cmeans', 'impute_mean', 'impute_median', 'impute_random', 'impute_knn', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.4533875,0.061162499999999995,1.0,205.625,53.5020875,47.875,37.379687499999996,0.919825,0.7757000000000001,25.0,51.0,0.06938749999999999,0.06938749999999999,0.04631249999999999,0.04631249999999999,0.0616125,0.0616125,4.8711375,0.0026249999999999997,KNN,"['impute_mean', 'impute_cmeans', 'impute_knn', 'impute_mice', 'impute_random', 'impute_median', 'impute_linear_regression', 'impute_random_forest', 'impute_standard']"
BachChoralHarmony,V2,5665.0,0.4533875,0.061162499999999995,1.0,205.625,53.5020875,47.875,37.379687499999996,0.919825,0.7757000000000001,25.0,51.0,0.06938749999999999,0.06938749999999999,0.04631249999999999,0.04631249999999999,0.0616125,0.0616125,4.8711375,0.0026249999999999997,RandomForest,"['impute_standard', 'impute_knn', 'impute_random_forest', 'impute_linear_regression', 'impute_median', 'impute_mice', 'impute_cmeans', 'impute_mean', 'impute_random']"
BachChoralHarmony,V2,5665.0,0.4533875,0.061162499999999995,1.0,205.625,53.5020875,47.875,37.379687499999996,0.919825,0.7757000000000001,25.0,51.0,0.06938749999999999,0.06938749999999999,0.04631249999999999,0.04631249999999999,0.0616125,0.0616125,4.8711375,0.0026249999999999997,AdaBoost,"['impute_random', 'impute_cmeans', 'impute_random_forest', 'impute_linear_regression', 'impute_mice', 'impute_knn', 'impute_median', 'impute_mean', 'impute_standard']"
